wav_file,txt_file,groundtruth_text_raw,groundtruth_text_train,duration,aave,speaker_id,split,sr
data_processed_voc/wav/voc_33_part_70.wav,data_processed_voc/txt/voc_33_part_70.txt,Uh I think it'll be good for the city Not so sure I like spending tax payer money on it but I think it'll be a good thing for the city. ,UH I THINK IT'LL BE GOOD FOR THE CITY NOT SO SURE I LIKE SPENDING TAX PAYER MONEY ON IT BUT I THINK IT'LL BE A GOOD THING FOR THE CITY,16.501,0,33,train,44100
data_processed_voc/wav/voc_11_part_15.wav,data_processed_voc/txt/voc_11_part_15.txt,"Yeah, maybe. I mean well this is just a job center. You know, being that you know you know, particularly for government, and um",YEAH MAYBE I MEAN WELL THIS IS JUST A JOB CENTER YOU KNOW BEING THAT YOU KNOW YOU KNOW PARTICULARLY FOR GOVERNMENT AND UM,8.426,0,11,train,44100
data_processed_voc/wav/voc_20_part_37.wav,data_processed_voc/txt/voc_20_part_37.txt,Not many. I like I have a crazy schedule so I don't get a lot of free time in between. Um I -- I did make a couple friends throughout the time but I don't have very many classes with them. They're usually from like G E classes and so I'll run into them occasionally but I don't really have time in between work and school to take the time in between classes and hang out.,NOT MANY I LIKE I HAVE A CRAZY SCHEDULE SO I DON'T GET A LOT OF FREE TIME IN BETWEEN UM I I DID MAKE A COUPLE FRIENDS THROUGHOUT THE TIME BUT I DON'T HAVE VERY MANY CLASSES WITH THEM THEY'RE USUALLY FROM LIKE G E CLASSES AND SO I'LL RUN INTO THEM OCCASIONALLY BUT I DON'T REALLY HAVE TIME IN BETWEEN WORK AND SCHOOL TO TAKE THE TIME IN BETWEEN CLASSES AND HANG OUT,20.414,0,20,train,44100
data_processed_voc/wav/voc_23_part_35.wav,data_processed_voc/txt/voc_23_part_35.txt,It was a private school called Jesuit and it was uh it was great. It was very nice school.,IT WAS A PRIVATE SCHOOL CALLED JESUIT AND IT WAS UH IT WAS GREAT IT WAS VERY NICE SCHOOL,6.505,0,23,train,44100
data_processed_voc/wav/voc_26_part_145.wav,data_processed_voc/txt/voc_26_part_145.txt,I'm a little bit  upset about I guess I got places I have  places that I go fishing  and uh  so I there's kind of like this unwritten rule i- in these [inaudible] fishing holes,I'M A LITTLE BIT UPSET ABOUT I GUESS I GOT PLACES I HAVE PLACES THAT I GO FISHING AND UH SO I THERE'S KIND OF LIKE THIS UNWRITTEN RULE I IN THESE FISHING HOLES,20.639,0,26,train,44100
data_processed_voc/wav/voc_36_part_130.wav,data_processed_voc/txt/voc_36_part_130.txt,"Sure, yeah, and I've got about ten more minutes, by the way, before I have to go. I hope that's going to work okay -- I don't know how -- okay. Is that going to be okay for you? Okay.",SURE YEAH AND I'VE GOT ABOUT TEN MORE MINUTES BY THE WAY BEFORE I HAVE TO GO I HOPE THAT'S GOING TO WORK OKAY I DON'T KNOW HOW OKAY IS THAT GOING TO BE OKAY FOR YOU OKAY,7.253,0,36,train,44100
data_processed_voc/wav/voc_8_part_203.wav,data_processed_voc/txt/voc_8_part_203.txt,"there isn't -- there isn't one -- I mean, we all have what we love and what we like to do, um.",THERE ISN'T THERE ISN'T ONE I MEAN WE ALL HAVE WHAT WE LOVE AND WHAT WE LIKE TO DO UM,7.268,0,8,train,44100
data_processed_voc/wav/voc_18_part_227.wav,data_processed_voc/txt/voc_18_part_227.txt,stay on highway forty four don't turn off of highway forty four when you go past the turn that says Susanville and Reno that's where you want to make sure you go straight don't turn and go toward Susanville and Reno and take eighty nine and then you'll come up to the rest area about two miles past that,STAY ON HIGHWAY FORTY FOUR DON'T TURN OFF OF HIGHWAY FORTY FOUR WHEN YOU GO PAST THE TURN THAT SAYS SUSANVILLE AND RENO THAT'S WHERE YOU WANT TO MAKE SURE YOU GO STRAIGHT DON'T TURN AND GO TOWARD SUSANVILLE AND RENO AND TAKE EIGHTY NINE AND THEN YOU'LL COME UP TO THE REST AREA ABOUT TWO MILES PAST THAT,19.083,0,18,train,48000
data_processed_voc/wav/voc_18_part_95.wav,data_processed_voc/txt/voc_18_part_95.txt,you know hu- I was a confused kid and I I even everything that my mother had been through I started taking off from home and I had this in my head that it- it- I was a young kid and I was you know I was in that wreck and then you know i- it was all about getting back,YOU KNOW HU I WAS A CONFUSED KID AND I I EVEN EVERYTHING THAT MY MOTHER HAD BEEN THROUGH I STARTED TAKING OFF FROM HOME AND I HAD THIS IN MY HEAD THAT IT IT I WAS A YOUNG KID AND I WAS YOU KNOW I WAS IN THAT WRECK AND THEN YOU KNOW I IT WAS ALL ABOUT GETTING BACK,22.991,0,18,train,48000
data_processed_voc/wav/voc_35_part_82.wav,data_processed_voc/txt/voc_35_part_82.txt,It's supposed to be the ca- +capitol I mean it's supposed to not be a small town but when you -- I mean having grown up here I can't go anywhere without seeing somebody that I know you know and so if y- +you and you can tell the Sacramento -- {LG} you can tell people have been here and so it really is amazing um to me that -- and if not me then if I'm with my mom,IT'S SUPPOSED TO BE THE CA CAPITOL I MEAN IT'S SUPPOSED TO NOT BE A SMALL TOWN BUT WHEN YOU I MEAN HAVING GROWN UP HERE I CAN'T GO ANYWHERE WITHOUT SEEING SOMEBODY THAT I KNOW YOU KNOW AND SO IF Y YOU AND YOU CAN TELL THE SACRAMENTO YOU CAN TELL PEOPLE HAVE BEEN HERE AND SO IT REALLY IS AMAZING UM TO ME THAT AND IF NOT ME THEN IF I'M WITH MY MOM,21.38,0,35,train,44100
data_processed_voc/wav/voc_1_part_224.wav,data_processed_voc/txt/voc_1_part_224.txt,... we did talk about a lot huh ... I do love living in Bakersfield I do every time I go out of town I get homesick ... I'm always glad to be back in Bakersfield ... it bothered me for a while in my,WE DID TALK ABOUT A LOT HUH I DO LOVE LIVING IN BAKERSFIELD I DO EVERY TIME I GO OUT OF TOWN I GET HOMESICK I'M ALWAYS GLAD TO BE BACK IN BAKERSFIELD IT BOTHERED ME FOR A WHILE IN MY,20.416,0,1,train,44100
data_processed_voc/wav/voc_7_part_41.wav,data_processed_voc/txt/voc_7_part_41.txt,Well I don't do the music. I -- I can't even sing {LG} I've done all kinds of theater but I've never been in a musical. I've directed them and you know but never -- never performed in one. Can't dance can't sing. {LG},WELL I DON'T DO THE MUSIC I I CAN'T EVEN SING I'VE DONE ALL KINDS OF THEATER BUT I'VE NEVER BEEN IN A MUSICAL I'VE DIRECTED THEM AND YOU KNOW BUT NEVER NEVER PERFORMED IN ONE CAN'T DANCE CAN'T SING,21.336,0,7,train,44100
data_processed_voc/wav/voc_4_part_67.wav,data_processed_voc/txt/voc_4_part_67.txt,Well I went to the Azores in A- +April spring break I guess that was April and that's where my mother's family -- I'm fourth generation Sacramentan on my mother paternal on my mother's father's side but on my mother's mother's side my grandmother came from one of the islands in the Azores so my brother and sister in law went,WELL I WENT TO THE AZORES IN A APRIL SPRING BREAK I GUESS THAT WAS APRIL AND THAT'S WHERE MY MOTHER'S FAMILY I'M FOURTH GENERATION SACRAMENTAN ON MY MOTHER PATERNAL ON MY MOTHER'S FATHER'S SIDE BUT ON MY MOTHER'S MOTHER'S SIDE MY GRANDMOTHER CAME FROM ONE OF THE ISLANDS IN THE AZORES SO MY BROTHER AND SISTER IN LAW WENT,22.723,0,4,train,44100
data_processed_voc/wav/voc_37_part_11.wav,data_processed_voc/txt/voc_37_part_11.txt,Oh I started playing piano when I think I was like six or seven. {NS} {LS},OH I STARTED PLAYING PIANO WHEN I THINK I WAS LIKE SIX OR SEVEN,5.26,0,37,train,44100
data_processed_voc/wav/voc_24_part_80.wav,data_processed_voc/txt/voc_24_part_80.txt,to keep the bus schedules the same the high school had to do that as well. So the uh procedures and protocol changed and you know after somebody who's been teaching for thirty-something years that's that's a big change,TO KEEP THE BUS SCHEDULES THE SAME THE HIGH SCHOOL HAD TO DO THAT AS WELL SO THE UH PROCEDURES AND PROTOCOL CHANGED AND YOU KNOW AFTER SOMEBODY WHO'S BEEN TEACHING FOR THIRTY SOMETHING YEARS THAT'S THAT'S A BIG CHANGE,18.494,0,24,train,44100
data_processed_voc/wav/voc_35_part_122.wav,data_processed_voc/txt/voc_35_part_122.txt,I don't try anything first. I Google it first and I'm like let's see what else other people ahve done and then I don't have to spin my wheels trying and well Chuck prefers to do it a few times maybe if it doesn't work the first few and I'll come in behind him and Google it. {LG},I DON'T TRY ANYTHING FIRST I GOOGLE IT FIRST AND I'M LIKE LET'S SEE WHAT ELSE OTHER PEOPLE AHVE DONE AND THEN I DON'T HAVE TO SPIN MY WHEELS TRYING AND WELL CHUCK PREFERS TO DO IT A FEW TIMES MAYBE IF IT DOESN'T WORK THE FIRST FEW AND I'LL COME IN BEHIND HIM AND GOOGLE IT,20.431,0,35,train,44100
data_processed_voc/wav/voc_12_part_154.wav,data_processed_voc/txt/voc_12_part_154.txt,"And I don't think so. But I tried to say it -- does she say ""dish""? {LG} {LG} I've tried it and I've thought ""oh no, I'm not gonna worry about it, that's the way it"" -- and fish, we say. {BR} And in my mind if I think of it it has an I in it. But uh -- you know, she insists that -- and she's at that point that {BR}",AND I DON'T THINK SO BUT I TRIED TO SAY IT DOES SHE SAY DISH I'VE TRIED IT AND I'VE THOUGHT OH NO I'M NOT GONNA WORRY ABOUT IT THAT'S THE WAY IT AND FISH WE SAY AND IN MY MIND IF I THINK OF IT IT HAS AN I IN IT BUT UH YOU KNOW SHE INSISTS THAT AND SHE'S AT THAT POINT THAT,21.035,0,12,train,48000
data_processed_voc/wav/voc_28_part_368.wav,data_processed_voc/txt/voc_28_part_368.txt,a single story with a vaulted ceiling in it and uh we had uh two guys that were building it and they were friends of ours they were Highway Patrolmen and th- and they and they did they'd build houses and stuff in their s- spare time,A SINGLE STORY WITH A VAULTED CEILING IN IT AND UH WE HAD UH TWO GUYS THAT WERE BUILDING IT AND THEY WERE FRIENDS OF OURS THEY WERE HIGHWAY PATROLMEN AND TH AND THEY AND THEY DID THEY'D BUILD HOUSES AND STUFF IN THEIR S SPARE TIME,20.875,0,28,train,44100
data_processed_voc/wav/voc_8_part_62.wav,data_processed_voc/txt/voc_8_part_62.txt,"That was my great-great- great grandfather's, um, he came over from Einsiedeln in Switzerland. And so over the course of",THAT WAS MY GREAT GREAT GREAT GRANDFATHER'S UM HE CAME OVER FROM EINSIEDELN IN SWITZERLAND AND SO OVER THE COURSE OF,13.487,0,8,train,44100
data_processed_voc/wav/voc_18_part_285.wav,data_processed_voc/txt/voc_18_part_285.txt,you would see the old teepee burners and they would be burning I mean I could take you out here on Kimberly Road and and over there on Locust and where mills used to be big mills and i- and you can't even tell there was ever anything there and uh and so I grew up be- being so my dad was a logger understanding,YOU WOULD SEE THE OLD TEEPEE BURNERS AND THEY WOULD BE BURNING I MEAN I COULD TAKE YOU OUT HERE ON KIMBERLY ROAD AND AND OVER THERE ON LOCUST AND WHERE MILLS USED TO BE BIG MILLS AND I AND YOU CAN'T EVEN TELL THERE WAS EVER ANYTHING THERE AND UH AND SO I GREW UP BE BEING SO MY DAD WAS A LOGGER UNDERSTANDING,22.197,0,18,train,48000
data_processed_voc/wav/voc_34_part_283.wav,data_processed_voc/txt/voc_34_part_283.txt,"They pa- +paied -- They -- disability paid off his house. A bunch of other things, he got free. {BR} A- -- {LG} (( )) Yeah, you'd be surprised. Yeah, but it's -- it's th- -- they know how to do things. Some people know {BR} what hoops to jump through and not .{BR} Uh But i- -- he still and then he raised um {LS} {BR}",THEY PA PAIED THEY DISABILITY PAID OFF HIS HOUSE A BUNCH OF OTHER THINGS HE GOT FREE A YEAH YOU'D BE SURPRISED YEAH BUT IT'S IT'S TH THEY KNOW HOW TO DO THINGS SOME PEOPLE KNOW WHAT HOOPS TO JUMP THROUGH AND NOT UH BUT I HE STILL AND THEN HE RAISED UM,20.83,0,34,train,44100
data_processed_voc/wav/voc_2_part_106.wav,data_processed_voc/txt/voc_2_part_106.txt,Um I don't have a reason to go there um so yeah it wasn't -- it wasn't a very popular place again because of the you know location. Um so,UM I DON'T HAVE A REASON TO GO THERE UM SO YEAH IT WASN'T IT WASN'T A VERY POPULAR PLACE AGAIN BECAUSE OF THE YOU KNOW LOCATION UM SO,14.159,0,2,train,44100
data_processed_voc/wav/voc_10_part_8.wav,data_processed_voc/txt/voc_10_part_8.txt,you know where people worked in the stores but it we were a small town everybody knew everybody else ... uh the people that I went to high school with ... I still know ... and still see them ... uh where it's not like everybody left or you just never see anybody,YOU KNOW WHERE PEOPLE WORKED IN THE STORES BUT IT WE WERE A SMALL TOWN EVERYBODY KNEW EVERYBODY ELSE UH THE PEOPLE THAT I WENT TO HIGH SCHOOL WITH I STILL KNOW AND STILL SEE THEM UH WHERE IT'S NOT LIKE EVERYBODY LEFT OR YOU JUST NEVER SEE ANYBODY,22.022,0,10,train,44100
data_processed_voc/wav/voc_6_part_138.wav,data_processed_voc/txt/voc_6_part_138.txt,for four of us one other person started with him going back and -- and another person and I went to our destination and we came back we caught up with him and determined that the guy who got sick couldn't go any farther so  two of 'em went back to the car,FOR FOUR OF US ONE OTHER PERSON STARTED WITH HIM GOING BACK AND AND ANOTHER PERSON AND I WENT TO OUR DESTINATION AND WE CAME BACK WE CAUGHT UP WITH HIM AND DETERMINED THAT THE GUY WHO GOT SICK COULDN'T GO ANY FARTHER SO TWO OF 'EM WENT BACK TO THE CAR,21.754,0,6,train,44100
data_processed_voc/wav/voc_11_part_14.wav,data_processed_voc/txt/voc_11_part_14.txt,"{LS} state government, and there's tons of L G B T people who work for state government. Tons, so.",STATE GOVERNMENT AND THERE'S TONS OF L G B T PEOPLE WHO WORK FOR STATE GOVERNMENT TONS SO,6.743,0,11,train,44100
data_processed_voc/wav/voc_10_part_162.wav,data_processed_voc/txt/voc_10_part_162.txt,yeah mhm [yes] I I'm sure I've had some ten and twelve-year-olds ... but uh not I don't think any younger than that ... mhm [yes],YEAH MHM I I'M SURE I'VE HAD SOME TEN AND TWELVE YEAR OLDS BUT UH NOT I DON'T THINK ANY YOUNGER THAN THAT MHM,11.723,0,10,train,44100
data_processed_voc/wav/voc_12_part_31.wav,data_processed_voc/txt/voc_12_part_31.txt,"So he always said ""I proposed to mom"". {LG} {BR} He was divorced. Mhm.   You know -- I mea -- you know it's one of those things you go off to war -- he was in World War Two and come home and things are just not the same.",SO HE ALWAYS SAID I PROPOSED TO MOM HE WAS DIVORCED MHM YOU KNOW I MEA YOU KNOW IT'S ONE OF THOSE THINGS YOU GO OFF TO WAR HE WAS IN WORLD WAR TWO AND COME HOME AND THINGS ARE JUST NOT THE SAME,21.837,0,12,train,48000
data_processed_voc/wav/voc_1_part_22.wav,data_processed_voc/txt/voc_1_part_22.txt,and we opened up for pretty much the biggest reggae band in Bakersfield which is Mento Buru so one night you would go there and it was just punk rock ... one night you would go there and it would be whatever kind of music and then ... then you'd go there and it was a reggae show or a Ska show so it was a really good opportunity for people who wanted to play the owner,AND WE OPENED UP FOR PRETTY MUCH THE BIGGEST REGGAE BAND IN BAKERSFIELD WHICH IS MENTO BURU SO ONE NIGHT YOU WOULD GO THERE AND IT WAS JUST PUNK ROCK ONE NIGHT YOU WOULD GO THERE AND IT WOULD BE WHATEVER KIND OF MUSIC AND THEN THEN YOU'D GO THERE AND IT WAS A REGGAE SHOW OR A SKA SHOW SO IT WAS A REALLY GOOD OPPORTUNITY FOR PEOPLE WHO WANTED TO PLAY THE OWNER,20.318,0,1,train,44100
data_processed_voc/wav/voc_24_part_127.wav,data_processed_voc/txt/voc_24_part_127.txt,Um I'm not currently involved in a church Um I believe in God. I'm not religious at all um I feel I'm more spiritual,UM I'M NOT CURRENTLY INVOLVED IN A CHURCH UM I BELIEVE IN GOD I'M NOT RELIGIOUS AT ALL UM I FEEL I'M MORE SPIRITUAL,12.554,0,24,train,44100
data_processed_voc/wav/voc_31_part_44.wav,data_processed_voc/txt/voc_31_part_44.txt,"um for the upper two grades, well then the Franciscans and the Mercies got together and they took the girls part of the curriculum",UM FOR THE UPPER TWO GRADES WELL THEN THE FRANCISCANS AND THE MERCIES GOT TOGETHER AND THEY TOOK THE GIRLS PART OF THE CURRICULUM,7.06,0,31,train,44100
data_processed_voc/wav/voc_15_part_127.wav,data_processed_voc/txt/voc_15_part_127.txt,you know [laugh] this is a little aside but I was in uh uh,YOU KNOW THIS IS A LITTLE ASIDE BUT I WAS IN UH UH,6.864,0,15,train,48000
data_processed_voc/wav/voc_28_part_400.wav,data_processed_voc/txt/voc_28_part_400.txt,but it's uh it- it it's changed things around and s- in so- some of the areas course people there's a lot of people right here in town that are got a patch in their yard [inaudible] but there's people that are,BUT IT'S UH IT IT IT'S CHANGED THINGS AROUND AND S IN SO SOME OF THE AREAS COURSE PEOPLE THERE'S A LOT OF PEOPLE RIGHT HERE IN TOWN THAT ARE GOT A PATCH IN THEIR YARD BUT THERE'S PEOPLE THAT ARE,20.216,0,28,train,44100
data_processed_voc/wav/voc_2_part_51.wav,data_processed_voc/txt/voc_2_part_51.txt,Yes my mom remarried to my stepdad who -- they were friends for a long time. Uh Patrick um has known me my whole life so um he was friends with my mom when she was pregnant and then once I was born they started dating um because my -- my parents were um -- they divorced before I was conceived so it was kind of an unconventional,YES MY MOM REMARRIED TO MY STEPDAD WHO THEY WERE FRIENDS FOR A LONG TIME UH PATRICK UM HAS KNOWN ME MY WHOLE LIFE SO UM HE WAS FRIENDS WITH MY MOM WHEN SHE WAS PREGNANT AND THEN ONCE I WAS BORN THEY STARTED DATING UM BECAUSE MY MY PARENTS WERE UM THEY DIVORCED BEFORE I WAS CONCEIVED SO IT WAS KIND OF AN UNCONVENTIONAL,23.54,0,2,train,44100
data_processed_voc/wav/voc_16_part_128.wav,data_processed_voc/txt/voc_16_part_128.txt,"And it w- I know us, w- the kids had to come home. You know, that was it. So they they've you know, they had a lot of their cousins that they visited all the time and everything. But uh no as far as going around and visiting and things like that, socializing, no not really.",AND IT W I KNOW US W THE KIDS HAD TO COME HOME YOU KNOW THAT WAS IT SO THEY THEY'VE YOU KNOW THEY HAD A LOT OF THEIR COUSINS THAT THEY VISITED ALL THE TIME AND EVERYTHING BUT UH NO AS FAR AS GOING AROUND AND VISITING AND THINGS LIKE THAT SOCIALIZING NO NOT REALLY,18.083,0,16,train,44100
data_processed_voc/wav/voc_34_part_249.wav,data_processed_voc/txt/voc_34_part_249.txt,"inter -- what do you call it, w- -- bilingual {BR} classes, and {BR} they are doing, that in that school. They're not doing that in every school. {BR} A- -- And {BR} So {BR} He -- His father and mother felt that he should {BR} they {BR} she never spoke it in her family. U- -- I-",INTER WHAT DO YOU CALL IT W BILINGUAL CLASSES AND THEY ARE DOING THAT IN THAT SCHOOL THEY'RE NOT DOING THAT IN EVERY SCHOOL A AND SO HE HIS FATHER AND MOTHER FELT THAT HE SHOULD THEY SHE NEVER SPOKE IT IN HER FAMILY U I,17.709,0,34,train,44100
data_processed_voc/wav/voc_35_part_100.wav,data_processed_voc/txt/voc_35_part_100.txt,probably not until people starting seeing you walk around in your bullet proof vests you know? Nobody was -- it just adds to the tension and the stress and it doesn't need to and it's just very frustrating to me that they set the tone you know there -- the police officers,PROBABLY NOT UNTIL PEOPLE STARTING SEEING YOU WALK AROUND IN YOUR BULLET PROOF VESTS YOU KNOW NOBODY WAS IT JUST ADDS TO THE TENSION AND THE STRESS AND IT DOESN'T NEED TO AND IT'S JUST VERY FRUSTRATING TO ME THAT THEY SET THE TONE YOU KNOW THERE THE POLICE OFFICERS,20.446,0,35,train,44100
data_processed_voc/wav/voc_20_part_86.wav,data_processed_voc/txt/voc_20_part_86.txt,I personally don't like Davis but Sacramento and Davis are kind of clumped together just in the general region of things. When people think of where Sacramento is at it's near Davis. You think where Davis is at it's near Sacramento -- that sort of thing. Um I'd say they're a little bit more similar in culture wise. Davis is a little bit more,I PERSONALLY DON'T LIKE DAVIS BUT SACRAMENTO AND DAVIS ARE KIND OF CLUMPED TOGETHER JUST IN THE GENERAL REGION OF THINGS WHEN PEOPLE THINK OF WHERE SACRAMENTO IS AT IT'S NEAR DAVIS YOU THINK WHERE DAVIS IS AT IT'S NEAR SACRAMENTO THAT SORT OF THING UM I'D SAY THEY'RE A LITTLE BIT MORE SIMILAR IN CULTURE WISE DAVIS IS A LITTLE BIT MORE,21.038,0,20,train,44100
data_processed_voc/wav/voc_1_part_168.wav,data_processed_voc/txt/voc_1_part_168.txt,you don't see a lot of right wing ... religious people protesting secular music anymore ... here in town I don't see a lot of that at all in fact I can't even think of the last time it happened ... so by and large I'm sure that ... it's affected ... some people's involvement,YOU DON'T SEE A LOT OF RIGHT WING RELIGIOUS PEOPLE PROTESTING SECULAR MUSIC ANYMORE HERE IN TOWN I DON'T SEE A LOT OF THAT AT ALL IN FACT I CAN'T EVEN THINK OF THE LAST TIME IT HAPPENED SO BY AND LARGE I'M SURE THAT IT'S AFFECTED SOME PEOPLE'S INVOLVEMENT,21.357,0,1,train,44100
data_processed_voc/wav/voc_0_part_19.wav,data_processed_voc/txt/voc_0_part_19.txt,You know with the lake and all uh course lots of older people moved from the Bay Area and Los Angeles area. They come up. We don't have a lot of I don't believe a lot of middle class uh because there's no There's nothing here t- for them. There's no money.,YOU KNOW WITH THE LAKE AND ALL UH COURSE LOTS OF OLDER PEOPLE MOVED FROM THE BAY AREA AND LOS ANGELES AREA THEY COME UP WE DON'T HAVE A LOT OF I DON'T BELIEVE A LOT OF MIDDLE CLASS UH BECAUSE THERE'S NO THERE'S NOTHING HERE T FOR THEM THERE'S NO MONEY,20.852,0,0,train,48000
data_processed_voc/wav/voc_6_part_110.wav,data_processed_voc/txt/voc_6_part_110.txt,is the way the Donner party came up over and this end is called Roller Pass and another set of of immigrants came over it and it was very difficult and it today uh the forest service put up I mean if you go there now,IS THE WAY THE DONNER PARTY CAME UP OVER AND THIS END IS CALLED ROLLER PASS AND ANOTHER SET OF OF IMMIGRANTS CAME OVER IT AND IT WAS VERY DIFFICULT AND IT TODAY UH THE FOREST SERVICE PUT UP I MEAN IF YOU GO THERE NOW,22.31,0,6,train,44100
data_processed_voc/wav/voc_29_part_68.wav,data_processed_voc/txt/voc_29_part_68.txt,I know how to say uh think I know how to say good morning and good afternoon in German and like please and thank you. That's it. Yeah yeah,I KNOW HOW TO SAY UH THINK I KNOW HOW TO SAY GOOD MORNING AND GOOD AFTERNOON IN GERMAN AND LIKE PLEASE AND THANK YOU THAT'S IT YEAH YEAH,7.781,0,29,train,44100
data_processed_voc/wav/voc_15_part_48.wav,data_processed_voc/txt/voc_15_part_48.txt,I went to Washington and spent two years there and uh then uh and then I got out of the service for a while and then then I came back to the ranch and then I decided well I uh well [laugh] it was uh in nineteen um,I WENT TO WASHINGTON AND SPENT TWO YEARS THERE AND UH THEN UH AND THEN I GOT OUT OF THE SERVICE FOR A WHILE AND THEN THEN I CAME BACK TO THE RANCH AND THEN I DECIDED WELL I UH WELL IT WAS UH IN NINETEEN UM,20.215,0,15,train,48000
