wav_file,txt_file,groundtruth_text_raw,groundtruth_text_train,duration,aave,speaker_id,gender,split,sr
data_processed_coraal/wav/DCB_se2_ag2_f_01_1_part_94.wav,data_processed_coraal/txt/DCB_se2_ag2_f_01_1_part_94.txt,"[But I've also] notice that it's way more to like,-then just the touristy stuff. So when you say like, letting 'em know there's stuff outside of that. Cause I think that sometimes people just see that so- What I'm referencing is to- when I went to Egypt- you know when you think of Africa, like, you think like, poverty, and when I went, it was just the complete opposite",BUT I'VE ALSO NOTICE THAT IT'S WAY MORE TO LIKE THEN JUST THE TOURISTY STUFF SO WHEN YOU SAY LIKE LETTING 'EM KNOW THERE'S STUFF OUTSIDE OF THAT CAUSE I THINK THAT SOMETIMES PEOPLE JUST SEE THAT SO WHAT I'M REFERENCING IS TO WHEN I WENT TO EGYPT YOU KNOW WHEN YOU THINK OF AFRICA LIKE YOU THINK LIKE POVERTY AND WHEN I WENT IT WAS JUST THE COMPLETE OPPOSITE,20.532,1,DCB_se2_ag2_f_01,f,train,44100
data_processed_coraal/wav/ATL_se0_ag1_m_04_1_part_29.wav,data_processed_coraal/txt/ATL_se0_ag1_m_04_1_part_29.txt,"Everybody got babies and stuff, so it's just like, ay, let 'em do what they do.",EVERYBODY GOT BABIES AND STUFF SO IT'S JUST LIKE AY LET 'EM DO WHAT THEY DO,5.155,1,ATL_se0_ag1_m_04,m,val,44100
data_processed_coraal/wav/ROC_se0_ag2_f_03_1_part_62.wav,data_processed_coraal/txt/ROC_se0_ag2_f_03_1_part_62.txt,"someone mentor you. So that you can get some experience because I have a lot of things I'd love to do. And in a place in my life where I wanna give back. You know, I volunteer a lot. I s- did the black pride this year, which was very- I- I loved connecting through the community in a different way. I think sometimes",SOMEONE MENTOR YOU SO THAT YOU CAN GET SOME EXPERIENCE BECAUSE I HAVE A LOT OF THINGS I'D LOVE TO DO AND IN A PLACE IN MY LIFE WHERE I WANNA GIVE BACK YOU KNOW I VOLUNTEER A LOT I S DID THE BLACK PRIDE THIS YEAR WHICH WAS VERY I I LOVED CONNECTING THROUGH THE COMMUNITY IN A DIFFERENT WAY I THINK SOMETIMES,20.257,1,ROC_se0_ag2_f_03,f,train,44100
data_processed_coraal/wav/PRV_se0_ag3_f_02_2_part_80.wav,data_processed_coraal/txt/PRV_se0_ag3_f_02_2_part_80.txt,"And make sure it was uh, standard uh, /lever/ off the ground, [it had to] be three feet but I told them to go up one more.",AND MAKE SURE IT WAS UH STANDARD UH LEVER OFF THE GROUND IT HAD TO BE THREE FEET BUT I TOLD THEM TO GO UP ONE MORE,8.12,1,PRV_se0_ag3_f_02,f,test,44100
data_processed_coraal/wav/PRV_se0_ag1_f_01_1_part_138.wav,data_processed_coraal/txt/PRV_se0_ag1_f_01_1_part_138.txt,"[Uh-] [Um-] [Mm-hm.] Mm-hm. Like, um, some graduates from my high school still stay there,",UH UM MM HM MM HM LIKE UM SOME GRADUATES FROM MY HIGH SCHOOL STILL STAY THERE,6.151,1,PRV_se0_ag1_f_01,f,train,44100
data_processed_coraal/wav/ROC_se0_ag3_f_02_2_part_11.wav,data_processed_coraal/txt/ROC_se0_ag3_f_02_2_part_11.txt,"So, yes, there was discrimination. Um, my mother, I told you, my mother did housework. Daywork for white people. And depending on what house she went to, I couldn't go inside,",SO YES THERE WAS DISCRIMINATION UM MY MOTHER I TOLD YOU MY MOTHER DID HOUSEWORK DAYWORK FOR WHITE PEOPLE AND DEPENDING ON WHAT HOUSE SHE WENT TO I COULDN'T GO INSIDE,21.473000000000003,1,ROC_se0_ag3_f_02,f,train,44100
data_processed_coraal/wav/PRV_se0_ag3_f_04_3_part_28.wav,data_processed_coraal/txt/PRV_se0_ag3_f_04_3_part_28.txt,"Cause that's the first thing that we got here when uh, my husband /RD-NAME-4/",CAUSE THAT'S THE FIRST THING THAT WE GOT HERE WHEN UH MY HUSBAND,7.766,1,PRV_se0_ag3_f_04,f,val,44100
data_processed_coraal/wav/PRV_se0_ag3_f_03_1_part_99.wav,data_processed_coraal/txt/PRV_se0_ag3_f_03_1_part_99.txt,"Yeah, got to take care, know, see if everything alright. That's all. Went to the lab last week. Though every time you go now I got to draw that blood. Yeah. [They draw-] [They love to get your] blood. Ye- yes sir. I [told doctor] said, y'all got more blood got in my body out of me. [I hate it.] Everything and the blood blood blood. Why do you have to draw my blood for?",YEAH GOT TO TAKE CARE KNOW SEE IF EVERYTHING ALRIGHT THAT'S ALL WENT TO THE LAB LAST WEEK THOUGH EVERY TIME YOU GO NOW I GOT TO DRAW THAT BLOOD YEAH THEY DRAW THEY LOVE TO GET YOUR BLOOD YE YES SIR I TOLD DOCTOR SAID Y'ALL GOT MORE BLOOD GOT IN MY BODY OUT OF ME I HATE IT EVERYTHING AND THE BLOOD BLOOD BLOOD WHY DO YOU HAVE TO DRAW MY BLOOD FOR,17.122,1,PRV_se0_ag3_f_03,f,train,44100
data_processed_coraal/wav/PRV_se0_ag3_m_01_1_part_90.wav,data_processed_coraal/txt/PRV_se0_ag3_m_01_1_part_90.txt,"I don't know ex- I don't know what great granddaddy- what- what he did for a living, whether he was a carpenter or farmer. Coulda been a farmer.",I DON'T KNOW EX I DON'T KNOW WHAT GREAT GRANDDADDY WHAT WHAT HE DID FOR A LIVING WHETHER HE WAS A CARPENTER OR FARMER COULDA BEEN A FARMER,8.324,1,PRV_se0_ag3_m_01,m,train,44100
data_processed_coraal/wav/DCB_se3_ag2_f_01_1_part_134.wav,data_processed_coraal/txt/DCB_se3_ag2_f_01_1_part_134.txt,"[<ts>] Yeah. I j- Yeah. I just think I'm like- I just feel like, I'm not like a partier, and that's how like the black community connects here. And I j- I would rather not go to a party ever. Um, so like I don't- they don't see me out and stuff so like-",YEAH I J YEAH I JUST THINK I'M LIKE I JUST FEEL LIKE I'M NOT LIKE A PARTIER AND THAT'S HOW LIKE THE BLACK COMMUNITY CONNECTS HERE AND I J I WOULD RATHER NOT GO TO A PARTY EVER UM SO LIKE I DON'T THEY DON'T SEE ME OUT AND STUFF SO LIKE,21.909,1,DCB_se3_ag2_f_01,f,train,44100
data_processed_coraal/wav/DCB_se2_ag3_m_01_1_part_118.wav,data_processed_coraal/txt/DCB_se2_ag3_m_01_1_part_118.txt,"So I said, alright, well you can- you can hang. That's been a big adjustment because now I- I'm good with not having to say, oh, you know, hey let's plan what are we doing for dinner. I'm fine with going home and not having to have that conversation and not have to say- and not have to think, oh wait, there's two of us.",SO I SAID ALRIGHT WELL YOU CAN YOU CAN HANG THAT'S BEEN A BIG ADJUSTMENT BECAUSE NOW I I'M GOOD WITH NOT HAVING TO SAY OH YOU KNOW HEY LET'S PLAN WHAT ARE WE DOING FOR DINNER I'M FINE WITH GOING HOME AND NOT HAVING TO HAVE THAT CONVERSATION AND NOT HAVE TO SAY AND NOT HAVE TO THINK OH WAIT THERE'S TWO OF US,20.74,1,DCB_se2_ag3_m_01,m,val,44100
data_processed_coraal/wav/DCB_se1_ag1_m_01_1_part_87.wav,data_processed_coraal/txt/DCB_se1_ag1_m_01_1_part_87.txt,"[It's like-] It's more qu- it's quiet because I- I went around there when I was little so like, now I'm not little but I know a lot of people there too. So it's not like, oh he new f- he a new face, I'm not a new face but it's just that- I'm a cool person like I'm not gonna come around somebody else neighborhood and start problems because that's not",IT'S LIKE IT'S MORE QU IT'S QUIET BECAUSE I I WENT AROUND THERE WHEN I WAS LITTLE SO LIKE NOW I'M NOT LITTLE BUT I KNOW A LOT OF PEOPLE THERE TOO SO IT'S NOT LIKE OH HE NEW F HE A NEW FACE I'M NOT A NEW FACE BUT IT'S JUST THAT I'M A COOL PERSON LIKE I'M NOT GONNA COME AROUND SOMEBODY ELSE NEIGHBORHOOD AND START PROBLEMS BECAUSE THAT'S NOT,20.506,1,DCB_se1_ag1_m_01,m,train,44100
data_processed_coraal/wav/DCB_se1_ag4_f_01_2_part_96.wav,data_processed_coraal/txt/DCB_se1_ag4_f_01_2_part_96.txt,"[and they got] th- all this TV, and you know and- and- and- and Facebooking and you know stuff like that. I never knew how to do that. You know and in a way I- like my sons ask me, Mom you wanna learn? No. Because I don't want my business all over Facebook and I don't want somebody putting my",AND THEY GOT TH ALL THIS TV AND YOU KNOW AND AND AND AND FACEBOOKING AND YOU KNOW STUFF LIKE THAT I NEVER KNEW HOW TO DO THAT YOU KNOW AND IN A WAY I LIKE MY SONS ASK ME MOM YOU WANNA LEARN NO BECAUSE I DON'T WANT MY BUSINESS ALL OVER FACEBOOK AND I DON'T WANT SOMEBODY PUTTING MY,20.203,1,DCB_se1_ag4_f_01,f,val,44100
data_processed_coraal/wav/PRV_se0_ag3_m_02_1_part_9.wav,data_processed_coraal/txt/PRV_se0_ag3_m_02_1_part_9.txt,"and I- on the average people I be around a lot of times be talking about they be hurting somewhere. Like, and I don't be hurting [nowhere.]",AND I ON THE AVERAGE PEOPLE I BE AROUND A LOT OF TIMES BE TALKING ABOUT THEY BE HURTING SOMEWHERE LIKE AND I DON'T BE HURTING NOWHERE,7.832000000000001,1,PRV_se0_ag3_m_02,m,train,44100
data_processed_coraal/wav/PRV_se0_ag3_f_03_1_part_38.wav,data_processed_coraal/txt/PRV_se0_ag3_f_03_1_part_38.txt,"[It's] real nice. And I just- I just went- I said, Lord Jesus. You made it wait for us. He sure [did.] [He made it wait for us.] [He made it- /?/.]",IT'S REAL NICE AND I JUST I JUST WENT I SAID LORD JESUS YOU MADE IT WAIT FOR US HE SURE DID HE MADE IT WAIT FOR US HE MADE IT,7.265,1,PRV_se0_ag3_f_03,f,train,44100
data_processed_coraal/wav/ROC_se0_ag1_f_03_1_part_210.wav,data_processed_coraal/txt/ROC_se0_ag1_f_03_1_part_210.txt,Um. Yeah. I guess I kind of wanna do what you're doing when I go back to school. Just not specifically. I can't get this specific. I don't [think I know what I want] quite yet.,UM YEAH I GUESS I KIND OF WANNA DO WHAT YOU'RE DOING WHEN I GO BACK TO SCHOOL JUST NOT SPECIFICALLY I CAN'T GET THIS SPECIFIC I DON'T THINK I KNOW WHAT I WANT QUITE YET,9.619,1,ROC_se0_ag1_f_03,f,train,44100
data_processed_coraal/wav/DCB_se1_ag3_f_03_1_part_133.wav,data_processed_coraal/txt/DCB_se1_ag3_f_03_1_part_133.txt,"[They do, uh-huh, they do all-] they do all of that. Mm-hm, they infuse all the jazz, R and B, um, they might even do some of the little, uh, Caucasian music that be on the radios, yeah, they- yeah.",THEY DO UH HUH THEY DO ALL THEY DO ALL OF THAT MM HM THEY INFUSE ALL THE JAZZ R AND B UM THEY MIGHT EVEN DO SOME OF THE LITTLE UH CAUCASIAN MUSIC THAT BE ON THE RADIOS YEAH THEY YEAH,11.827,1,DCB_se1_ag3_f_03,f,train,44100
data_processed_coraal/wav/DCB_se2_ag4_m_01_1_part_74.wav,data_processed_coraal/txt/DCB_se2_ag4_m_01_1_part_74.txt,"this and all of that, this that and the other. I'm like, man, I'm down /in my man, uh/ /I'm'a/ kill me in a instant. So I might you ain't as bad as you think you are.",THIS AND ALL OF THAT THIS THAT AND THE OTHER I'M LIKE MAN I'M DOWN IN MY MAN UH I'M'A KILL ME IN A INSTANT SO I MIGHT YOU AIN'T AS BAD AS YOU THINK YOU ARE,9.289,1,DCB_se2_ag4_m_01,m,test,44100
data_processed_coraal/wav/DCB_se1_ag3_m_03_1_part_91.wav,data_processed_coraal/txt/DCB_se1_ag3_m_03_1_part_91.txt,"way back, man. Jacks, [I'm gonna go get some jacks, man.] [Yeah, yeah <laugh>] shit I'm gonna get some jacks. Need some jacks. Yeah though. Yeah that's alright man. And you was talking about- you know what I'm saying, you was talking about your, um, um- Like what do you do for a living now? What do you do? I actually work in the meat department at- at- at- at a- at a Giant food store right now, at this point in time right now that's actually how I make my in-",WAY BACK MAN JACKS I'M GONNA GO GET SOME JACKS MAN YEAH YEAH SHIT I'M GONNA GET SOME JACKS NEED SOME JACKS YEAH THOUGH YEAH THAT'S ALRIGHT MAN AND YOU WAS TALKING ABOUT YOU KNOW WHAT I'M SAYING YOU WAS TALKING ABOUT YOUR UM UM LIKE WHAT DO YOU DO FOR A LIVING NOW WHAT DO YOU DO I ACTUALLY WORK IN THE MEAT DEPARTMENT AT AT AT AT A AT A GIANT FOOD STORE RIGHT NOW AT THIS POINT IN TIME RIGHT NOW THAT'S ACTUALLY HOW I MAKE MY IN,24.46,1,DCB_se1_ag3_m_03,m,train,44100
data_processed_coraal/wav/PRV_se0_ag2_f_01_1_part_48.wav,data_processed_coraal/txt/PRV_se0_ag2_f_01_1_part_48.txt,"Well my mom had always taken us to Sunday school and church, but I- I was um, kind of, <ts> um, Didn't really wanna go to Sunday school because people would look at us different because we didn't dress like other people dressed.",WELL MY MOM HAD ALWAYS TAKEN US TO SUNDAY SCHOOL AND CHURCH BUT I I WAS UM KIND OF UM DIDN'T REALLY WANNA GO TO SUNDAY SCHOOL BECAUSE PEOPLE WOULD LOOK AT US DIFFERENT BECAUSE WE DIDN'T DRESS LIKE OTHER PEOPLE DRESSED,15.415,1,PRV_se0_ag2_f_01,f,test,44100
data_processed_coraal/wav/DCB_se2_ag3_m_01_1_part_240.wav,data_processed_coraal/txt/DCB_se2_ag3_m_01_1_part_240.txt,"And at points where I, you know, battled with what it meant to be the little chubby dark skinned boy and wrestled with that and what that meant. And there were people that saw greatness. So when I make little spiritual vitamins in high school that say, you are destined",AND AT POINTS WHERE I YOU KNOW BATTLED WITH WHAT IT MEANT TO BE THE LITTLE CHUBBY DARK SKINNED BOY AND WRESTLED WITH THAT AND WHAT THAT MEANT AND THERE WERE PEOPLE THAT SAW GREATNESS SO WHEN I MAKE LITTLE SPIRITUAL VITAMINS IN HIGH SCHOOL THAT SAY YOU ARE DESTINED,22.52,1,DCB_se2_ag3_m_01,m,val,44100
data_processed_coraal/wav/ATL_se0_ag2_f_02_1_part_18.wav,data_processed_coraal/txt/ATL_se0_ag2_f_02_1_part_18.txt,"because I tend to have a big heart. But, um, <ts> no, my music is very versatile. It's very mainstream. Like I said, I'm not religious, so I'm able to deliver and still have fun and not really part- feel a particular way about it. I believe that God is my only judge, but because I am a believer, it keeps me from getting caught up in selling my soul or doing anything just to",BECAUSE I TEND TO HAVE A BIG HEART BUT UM NO MY MUSIC IS VERY VERSATILE IT'S VERY MAINSTREAM LIKE I SAID I'M NOT RELIGIOUS SO I'M ABLE TO DELIVER AND STILL HAVE FUN AND NOT REALLY PART FEEL A PARTICULAR WAY ABOUT IT I BELIEVE THAT GOD IS MY ONLY JUDGE BUT BECAUSE I AM A BELIEVER IT KEEPS ME FROM GETTING CAUGHT UP IN SELLING MY SOUL OR DOING ANYTHING JUST TO,24.598000000000003,1,ATL_se0_ag2_f_02,f,test,44100
data_processed_coraal/wav/PRV_se0_ag2_f_02_1_part_105.wav,data_processed_coraal/txt/PRV_se0_ag2_f_02_1_part_105.txt,"in the country, houses was- you had to walk almost a mile to see somebody. (laughing) And, uh, so a lot of the time when m- sometime my dad may have time to come over town /an-/ and, um, get things, and we would come over to Princeville and visit.",IN THE COUNTRY HOUSES WAS YOU HAD TO WALK ALMOST A MILE TO SEE SOMEBODY AND UH SO A LOT OF THE TIME WHEN M SOMETIME MY DAD MAY HAVE TIME TO COME OVER TOWN AN AND UM GET THINGS AND WE WOULD COME OVER TO PRINCEVILLE AND VISIT,20.087,1,PRV_se0_ag2_f_02,f,train,44100
data_processed_coraal/wav/ATL_se0_ag2_m_03_1_part_78.wav,data_processed_coraal/txt/ATL_se0_ag2_m_03_1_part_78.txt,"like niggas- niggas mind elevating, niggas getting older, niggas looking at shit, niggas seeing niggas dying, blase this blase that, you feel me. But [niggas is] stuck in that situation where,",LIKE NIGGAS NIGGAS MIND ELEVATING NIGGAS GETTING OLDER NIGGAS LOOKING AT SHIT NIGGAS SEEING NIGGAS DYING BLASE THIS BLASE THAT YOU FEEL ME BUT NIGGAS IS STUCK IN THAT SITUATION WHERE,8.283,1,ATL_se0_ag2_m_03,m,train,44100
data_processed_coraal/wav/DCB_se1_ag3_m_01_1_part_63.wav,data_processed_coraal/txt/DCB_se1_ag3_m_01_1_part_63.txt,"Yeah. I- I wa- we grew up- I didn't play- we didn't play 2K, we played Live. But, yes, I've- [I've] played 2K before.",YEAH I I WA WE GREW UP I DIDN'T PLAY WE DIDN'T PLAY TWO K WE PLAYED LIVE BUT YES I'VE I'VE PLAYED TWO K BEFORE,6.714,1,DCB_se1_ag3_m_01,m,train,44100
data_processed_coraal/wav/ATL_se0_ag2_f_01_1_part_89.wav,data_processed_coraal/txt/ATL_se0_ag2_f_01_1_part_89.txt,"[And] like things like that, and I'm just- I'm not saying there's not girls like that in New York, cause they are.",AND LIKE THINGS LIKE THAT AND I'M JUST I'M NOT SAYING THERE'S NOT GIRLS LIKE THAT IN NEW YORK CAUSE THEY ARE,5.372999999999999,1,ATL_se0_ag2_f_01,f,train,44100
data_processed_coraal/wav/DCB_se1_ag3_f_01_1_part_15.wav,data_processed_coraal/txt/DCB_se1_ag3_f_01_1_part_15.txt,"No, because all of the residents that are still there are staying firmly in- staying right in DC.",NO BECAUSE ALL OF THE RESIDENTS THAT ARE STILL THERE ARE STAYING FIRMLY IN STAYING RIGHT IN DC,6.937,1,DCB_se1_ag3_f_01,f,train,44100
data_processed_coraal/wav/DCB_se3_ag2_f_01_1_part_6.wav,data_processed_coraal/txt/DCB_se3_ag2_f_01_1_part_6.txt,"[<laugh>] She's with the Smithsonian. Um, she used to work at the zoo, and now she's like downtown with like, the museums on the mall. I don't know which specific museum. Cause she works with all of them so I don't know where she is right now. But she just moved downtown.",SHE'S WITH THE SMITHSONIAN UM SHE USED TO WORK AT THE ZOO AND NOW SHE'S LIKE DOWNTOWN WITH LIKE THE MUSEUMS ON THE MALL I DON'T KNOW WHICH SPECIFIC MUSEUM CAUSE SHE WORKS WITH ALL OF THEM SO I DON'T KNOW WHERE SHE IS RIGHT NOW BUT SHE JUST MOVED DOWNTOWN,14.738,1,DCB_se3_ag2_f_01,f,train,44100
data_processed_coraal/wav/DCB_se2_ag3_m_01_1_part_176.wav,data_processed_coraal/txt/DCB_se2_ag3_m_01_1_part_176.txt,"So I don't wanna say that the neediness increased but their need for validation,",SO I DON'T WANNA SAY THAT THE NEEDINESS INCREASED BUT THEIR NEED FOR VALIDATION,6.905,1,DCB_se2_ag3_m_01,m,val,44100
data_processed_coraal/wav/PRV_se0_ag2_f_02_1_part_87.wav,data_processed_coraal/txt/PRV_se0_ag2_f_02_1_part_87.txt,"uh, well we were still staying in a- on another man farm, but we wont working the farm, so we st- so we had to pay rent.",UH WELL WE WERE STILL STAYING IN A ON ANOTHER MAN FARM BUT WE WONT WORKING THE FARM SO WE ST SO WE HAD TO PAY RENT,6.891,1,PRV_se0_ag2_f_02,f,train,44100
data_processed_coraal/wav/DCB_se2_ag2_m_01_1_part_116.wav,data_processed_coraal/txt/DCB_se2_ag2_m_01_1_part_116.txt,"<ts> Just try not to fall into the trap of You have to be a certain way. Just be yourself. Try not to focus on tryna impress your friends and females. Just- just figure out what you wanna do,",JUST TRY NOT TO FALL INTO THE TRAP OF YOU HAVE TO BE A CERTAIN WAY JUST BE YOURSELF TRY NOT TO FOCUS ON TRYNA IMPRESS YOUR FRIENDS AND FEMALES JUST JUST FIGURE OUT WHAT YOU WANNA DO,20.031,1,DCB_se2_ag2_m_01,m,train,44100
data_processed_coraal/wav/DCB_se2_ag4_f_04_1_part_177.wav,data_processed_coraal/txt/DCB_se2_ag4_f_04_1_part_177.txt,"but if you persevere, don't think less of yourself. Just because he has money and he has stature and he has power, why would you think that you could not engage conversation or develop a relationship?",BUT IF YOU PERSEVERE DON'T THINK LESS OF YOURSELF JUST BECAUSE HE HAS MONEY AND HE HAS STATURE AND HE HAS POWER WHY WOULD YOU THINK THAT YOU COULD NOT ENGAGE CONVERSATION OR DEVELOP A RELATIONSHIP,15.497,1,DCB_se2_ag4_f_04,f,train,44100
data_processed_coraal/wav/ROC_se0_ag1_m_03_1_part_145.wav,data_processed_coraal/txt/ROC_se0_ag1_m_03_1_part_145.txt,"you know what I'm saying. And a lot of their mannerisms is the same, you know. One of the things that my grandfather always said, you know, it was beautiful. <laugh> You know, just d- that way, uh, just that way, you know what I'm saying. So like, everybody- a lot of people in Rochester",YOU KNOW WHAT I'M SAYING AND A LOT OF THEIR MANNERISMS IS THE SAME YOU KNOW ONE OF THE THINGS THAT MY GRANDFATHER ALWAYS SAID YOU KNOW IT WAS BEAUTIFUL YOU KNOW JUST D THAT WAY UH JUST THAT WAY YOU KNOW WHAT I'M SAYING SO LIKE EVERYBODY A LOT OF PEOPLE IN ROCHESTER,20.694000000000003,1,ROC_se0_ag1_m_03,m,val,44100
data_processed_coraal/wav/DCB_se2_ag3_f_02_1_part_1.wav,data_processed_coraal/txt/DCB_se2_ag3_f_02_1_part_1.txt,"Um, I was born in Arlington Hospital actually. Arlington, Virginia.",UM I WAS BORN IN ARLINGTON HOSPITAL ACTUALLY ARLINGTON VIRGINIA,5.96,1,DCB_se2_ag3_f_02,f,train,44100
data_processed_coraal/wav/ROC_se0_ag2_f_02_1_part_145.wav,data_processed_coraal/txt/ROC_se0_ag2_f_02_1_part_145.txt,"[Yup.] He, um, he- my mom's family is from n- /RD-ADDRESS-2/, Georgia, and my dad's family is from North Carolina. They're from Charlotte, and half- most of them are white. My dad's w- biracial. Most of them are white. They still like plantation. Like, they still have the house, and all of the family live in trailers on the land.",YEP HE UM HE MY MOM'S FAMILY IS FROM N GEORGIA AND MY DAD'S FAMILY IS FROM NORTH CAROLINA THEY'RE FROM CHARLOTTE AND HALF MOST OF THEM ARE WHITE MY DAD'S W BIRACIAL MOST OF THEM ARE WHITE THEY STILL LIKE PLANTATION LIKE THEY STILL HAVE THE HOUSE AND ALL OF THE FAMILY LIVE IN TRAILERS ON THE LAND,21.361,1,ROC_se0_ag2_f_02,f,train,44100
